geometry,artwork_type,material,name,tourism,image,wheelchair,wikidata,wikipedia,artist_name,name:da,name:en,start_date,subject:wikidata,subject:wikipedia,wikimedia_commons,source,toilets:wheelchair,website,heritage,heritage:operator,historic,image:0,lda:criteria,name:de,name:el,name:fr,name:he,name:lb,name:lt,name:ru,name:zh,ref:lda,statue,artist:wikidata,description,name:nl,note,memorial,description:de,addr:floor,artist:wikipedia,level,opening_hours,amenity,date,display,height,inscription,fenced,alt_name,architect,heritage:website,loc_name,direction,name:be,year,fountain,operational_status,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,check_date,indoor,phone,support,visibility,old_name,man_made,format,was:image,layer,check_date:opening_hours,description:fr,drinking_water,end_date,natural,operator,sponsor,weight,width,name:pl,addr:full,colour,drinking_water:legal,emergency,network,pump,pump:status,pump:style,ref,wheelchair:description,access,url,bench,shelter_type,animal,artwork:group,name:ar,construction_date,fixme,aircraft:type,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,name:signed,opening_hours:signed,owner,min_height,reg_name,description:location,lit,location,name:it,note:en,wikimedia_commons:path,inscription:url,covered,leisure,highway,flickr,memorial:conflict,name:es,name:km,source:artist_name,sculpture,artwork_subject,inscription:de,inscription:en,inscription:tr,description:url,board_type,information,playground:theme,mapillary,buried:wikidata,map_location,stone,artwork_group,name:cs,description:en,brand,playground,name:tr,subject,inscription:zh,rer,detail,utility,operator:wikidata,survey:date,ref:schlossgutshofbritz,year_of_construction,denotation,type,contact:facebook,artist:website,alt_name:en,panoramax,official_name,addr:housename,building,building:levels,barrier,smoothness,surface,tunnel,area,name:ja,min_level,roof:shape,incline,ramp,water,backrest,power,ref:signed,website:de,geoglyph:language,handrail,step_count,tactile_paving,tactile_writing:braille:de,tactile_writing:embossed_printed_letters:de,building:colour,building:material,building:part
POINT (13.2721555 52.5093574),statue,,Blauer Obelisk,artwork,"http://commons.wikimedia.org/wiki/File:Brunnen_in_Berlin-Charlottenburg,_Blauer_Obelisk_1.jpg",limited,Q113622654,,Hella Santarossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4786734 52.5143052),relief,,Blutmauer,artwork,,,Q108627805,de:Parkfriedhof Marzahn#Die Gedenkst.C3.A4tten,,,,,,,,,,,,,memorial,,,,,,,,,,,,,,"Den im März 1919 an dieser Stelle ermordeten Kämpfern des Spartakusbundes: Fritz Gast, Albert Gast, Erich Renk, Rudolf Lebede, Georg Formann, Gustav Schnick, Julian Kuklinsky, Karl Friedrich",,,plaque,,,,,,,,,,Hier wurden 11 Spartakuskämpfer im März 1919 ermordet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3392782 52.5062459),statue,microgabbro,Gorilla Bobby,artwork,,,Q117767267,,Fritz Behn,,,1938,,,Category:Gorilla Bobby (Fritz Behn),,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.441041 52.4552991),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umgedrehter Baum – alter Holzstamm mit aufsitzendem Wurzelwerk,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2898187 52.470507),sculpture,bronze,Wilder Eber,artwork,,,Q116447616,,Paul Gruson,,,,,,,,,,,,,,,,,,,,,,,,,Q98181768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3899479 52.5015038),sculpture,,Nichtgeburtstagsbrunnen,artwork,,,Q114684307,,Heinrich Brummack,,,,Q92640,,File:Berlin-Kreuzberg Theodor-Wolff-Platz Nichtgeburtstagskanne.jpg,,,,,,,,,,,,,,,,,,,Q1440766,,,,,,,,,,fountain,,,,,,Kanne mit Tasse,,,,,,,decorative,non-operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2605451 52.5163909),sculpture,,Der Sieger,artwork,http://commons.wikimedia.org/wiki/File:Stuebenplaz_der_Sieger.JPG,,Q61767684,,Louis Tuaillon,,,,,,,,,,4,lda,,,Baudenkmal,,,,,,,,,09096447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5326966 52.5077008),installation,,Himalayator,artwork,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2592594 52.5088625),sculpture,bronze,Der Ringer,artwork,https://commons.wikimedia.org/wiki/File:Skulptur_Preu%C3%9Fenallee_1_(Westend)_L%C3%A4ufer%26Hugo_Lederer%261929.jpg,,Q61767717,,Hugo Lederer,,,1908,,,Category:Ringer (Hugo Lederer),survey,,,4,lda,,,Baudenkmal,,,,,,,,,09096392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5441248 52.5254842),sculpture,,Richtkrone,artwork,,,Q107987281,,,,,,,,Category:Richtkrone (Alfred Bernau),,,,,,,,,,,,,,,,,,,,Erster Plattenbau Marzahn/Hellersdorf 8. Juli 1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.378496 52.5390217),sculpture,,Kniende Engel,artwork,http://commons.wikimedia.org/wiki/Image:Engel_Limburg_Liesenstrasse_Berlin.JPG,yes,,,Joseph Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3785772 52.5390727),sculpture,,Kniende Engel,artwork,http://commons.wikimedia.org/wiki/Image:Engel_Limburg_Liesenstrasse_Berlin.JPG,yes,,,Joseph Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3578249 52.4919354),sculpture,bronze,Rossebändiger,artwork,,yes,Q117352679,,Peter Clodt von Jürgensburg,,,,Q28870825,de:Rossebändiger (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3579195 52.4928921),sculpture,bronze,Rossebändiger,artwork,,yes,Q117352664,,Peter Clodt von Jürgensburg,,,,Q28870825,de:Rossebändiger (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4267825 52.5280282),sculpture,,Rotkäppchen,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.426547 52.528001),sculpture,,Hänsel,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4267372 52.5278625),sculpture,,Brüderchen und Schwesterchen,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4265403 52.5278929),sculpture,,Hans im Glück,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4265266 52.5279303),sculpture,,Gretel,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4265794 52.5280371),sculpture,,Der gestiefelte Kater,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4266821 52.5280326),sculpture,,Die sieben Raben,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4266378 52.5278779),sculpture,,Aschenputtel,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4216955 52.5489435),statue,bronze,Bär,artwork,,yes,Q116109984,,Birgit Horota,,,,,,Category:Bär (Birgit Horota),,,,,,,,,,,,,,,,,,,,Bär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.490377 52.5048336),,,GISELA Freier Kunstraum Lichtenberg,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tu-Fr 10:00-16:00; Th 10:00-18:00,,,,,,,,,,,,,,,,Berlin,DE,12,10317,Giselastraße,Rummelsburg,+49 30 51656004,https://www.gisela.kulturring.berlin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.442504 52.4751172),sculpture,,Comeniusdenkmal,artwork,File:Comenius-Garten Monument1.JPG,,Q110226514,,Josef Vajce,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3587074 52.494397),mural,,Pallasseum,artwork,,,,,Gert and Daniel Neuhaus,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3309651 52.5032321),sculpture,bronze,Pendelobelisk,artwork,File:Karl Schlamminger - Pendelobelisk.jpg,yes,Q116210144,,Karl Schlamminger,,,2003,,,Category:Pendelobelisk,,no,http://www.berlin.de/ba-charlottenburg-wilmersdorf/bezirk/lexikon/pendelobelisk.html,,,,,,,,,,,,,,,,Q112551333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3752627 52.5082003),sculpture,,Riding Bikes,artwork,https://commons.wikimedia.org/wiki/File:Berlin_Tiergarten_Rauschenberg.jpg,yes,Q116278022,,Robert Rauschenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Freiplastik steht wahrscheinlich seit dem 1.7.2014 nicht mehr auf dem Platz.
Quelle: 
- https://bildhauerei-in-berlin.de/bildwerk/riding-bikes-5110/
 - https://www.bz-berlin.de/archiv-artikel/wegen-vandalismus-rauschenberg-fahrraeder-sind-weg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3375539 52.5046128),sculpture,,Uhr der fließenden Zeit,artwork,,yes,Q1348104,de:Uhr der fließenden Zeit,Mr. Prof. Dr. Dr. Bernard Gitton,,The Flow-of-Time Clock,,,,Category:Uhr der fließenden Zeit,,,https://europa-center-berlin.de/,,,,,,Uhr der fließenden Zeit,,,,,,,,,,,,,,,,,,,,clock,,unorthodox,,,,,,,,,,,,,,,,,,,,,2022-09-06,yes,+493026497940,ground,street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3147564 52.4905682),sculpture,iron,Die Sieben Schwaben,artwork,http://commons.wikimedia.org/wiki/File:Berlin_7_Schwaben.jpg,,Q115857338,,Hans-Georg Damm,,,,,,,,,http://www.berlin.de/ba-charlottenburg-wilmersdorf/bezirk/lexikon/sieben_schwaben.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3696293 52.4587194),statue,,Stier,artwork,http://commons.wikimedia.org/wiki/File:Alboinplatz1_Skulptur_Berlin.JPG,yes,Q61768956,,Paul Mersmann,,,1937,,,,,,,4,lda,,,Baudenkmal,,,,,,,,,09066360,,Q28922784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auerochsen-Denkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4267687 52.5279441),sculpture,,Froschkönig,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.426866 52.527933),sculpture,,Froschkönig,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4390901 52.5275618),statue,,Mutter mit Kind,artwork,,yes,Q110597141,,,,,,,,Category:Mutter mit Kind (Edmund Gomansky),,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4398003 52.5281558),sculpture,metal,,artwork,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4266689 52.5279553),sculpture,,Froschkönig,artwork,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3991902 52.5269217),installation,,Kino,artwork,,,,,Peter Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3678133 52.5085925),sculpture,,Zeitnadel,artwork,,,Q110815944,,Hella De Santarossa,,,,,,Category:Zeitnadel (Hella Santarossa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3061926 52.5080438),sculpture,metal,Brücken der Begegnung,artwork,,yes,Q120320569,,Christian Günther,,,,,,,estimate;local knowledge,,,,,,,,Brücken der Begegnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3288628 52.5052106),sculpture,bronze,Der gestürzte Krieger,artwork,,yes,Q110859968,,Markus Lüpertz,,,,,,Category:Der gestürzte Krieger (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3843932 52.5116599),sculpture,,Hans Joachim von Zieten,artwork,,yes,Q24976973,,,,,,,,,,,,,,memorial,,,,,,,,,,,,,,,,,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2800281 52.4476977),sculpture,bronze,Perspektiven,artwork,,,Q118371545,,Volker Bartsch,,,,,,,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2929936 52.497279),sculpture,steel,Versus,artwork,https://commons.wikimedia.org/wiki/File:Halensee_Kurf%C3%BCrstendamm_Skulptur_Versus-1.jpg,,Q123163856,,Karl Menzen,,,1993,,,Category:Versus (Karl Menzen),,,http://www.karl-menzen.de/versus.html,,,,,,,,,,,,,,,,Q1563482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3230221 52.5132366),sculpture,,Flamme,artwork,,yes,Q110390673,,Bernhard Heiliger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friede kann nur in Freiheit bestehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2906031 52.4972933),sculpture,bronze,Obelisk am Henriettenplatz,artwork,,,Q110549210,,Heinz Mack,,,,,,,,,http://www.berlin.de/ba-charlottenburg-wilmersdorf/bezirk/lexikon/obelisk.html,,,,,,,,,,,,,,,,Q571469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2975889 52.4557872),sculpture,granite,Interior Space,artwork,,yes,Q115171921,,Rainer Fest,,,,,,,,,https://www.rainerfest.de/commissions/interior-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.1964052 52.4186939),sculpture,bronze,Berlin,artwork,https://commons.wikimedia.org/wiki/File:Meilenstein115.jpg,,Q108497101,de:Berliner Bär (Berlin-Nikolassee),,,,1956,Q31837185,,,,,,yes,,boundary_stone,,,,,,,,,,,,,Q64341,,,,,gut erhalten,,,,,,,,,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,squared_stone,http://mfg-fb.de/wp-content/uploads/2014/10/Checkpoint-Bravo-8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4164208 52.4972324),sculpture,,Doppelgängeradmiral,artwork,,,Q116202552,,Ludmila Seefried-Matějková,,,1985,,,File:Dvojník admirála.jpg,,,,,,,,,,,,,,,,,,,Q15586683,,,,,,,de:Ludmila Seefried-Matějková,,,clock,,digital,,,,,,,,,,,,,,,,,,,,,,,,wall_mounted,street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
